BIEN;CÓDIGO INSTITUCIONAL;CÓDIGO SENESCYT;CLASE DE BIEN;MODELO ;SERIE;MARCA;ESTADO;UBICACIÓN;RESPONSABLE INSTITUCIONAL;NRO. DE ACTA ENTREGA DE RECEPCION;OBSERVACIONES;NRO. DE ACTA DE CONSTATACIÓN FÍSICA;VALOR;COLOR;MATERIAL
COMPUTADOR TODO EN 1;LAB-INT-PRETT-EC-MT0410.1;37931009;EQUIPO DE COMPUTO;Optiplex All in one Plus 7410;F7GV7Y3;DELL;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;0;0;0
TECLADO;LAB-INT-PRETT-EC-T0410.2;37931009;EQUIPO DE COMPUTO;KB216T3;CN-019M93-L0300-31B-G462-A03;DELL;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;0;0;0
MOUSE;LAB-INT-PRETT-EC-MS0410.3;37931009;EQUIPO DE COMPUTO;MC116T1;CN-065K5F-LO300-31U-0O3O;DELL;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;0;0;0
COMPUTADOR TODO EN 1;LAB-INT-PRETT-EC-MT0411.1;37931010;EQUIPO DE COMPUTO;Optiplex All in one Plus 7410;4FQQ7Y3;DELL;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;0;0;0
TECLADO;LAB-INT-PRETT-EC-T0411.2;37931010;EQUIPO DE COMPUTO;KB216T3;CN-019M93-L0300-31B-G56K-A03;DELL;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;0;0;0
MOUSE;LAB-INT-PRETT-EC-MS0411.3;37931010;EQUIPO DE COMPUTO;MC116T1;5N-965K5F-LO300-34I-07E9;DELL;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;0;0;0
COMPUTADOR TODO EN 1;LAB-INT-PRETT-EC-MT0412.1;37931011;EQUIPO DE COMPUTO;Optiplex All in one Plus 7410;2BQQ7Y3;DELL;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;0;0;0
TECLADO;LAB-INT-PRETT-EC-T0412.2;37931011;EQUIPO DE COMPUTO;KB216T3;CN-019M93-L0300-31B-G56M-A03;DELL;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;0;0;0
MOUSE;LAB-INT-PRETT-EC-MS0412.3;37931011;EQUIPO DE COMPUTO;MC116T1;CN-065K5F-LO300-34I-06SI;DELL;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;0;0;0
COMPUTADOR TODO EN 1;LAB-INT-PRETT-EC-MT0413.1;37931012;EQUIPO DE COMPUTO;Optiplex All in one Plus 7410;J1SV7Y3;DELL;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;0;0;0
TECLADO;LAB-INT-PRETT-EC-T0413.2;37930996;EQUIPO DE COMPUTO;KB216T3;CN-019M93-L0300-31B-G3FQ-A03;DELL;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;0;0;0
MOUSE;LAB-INT-PRETT-EC-MS0413.3;37931012;EQUIPO DE COMPUTO;MC116T1;CN-065K5F-LO300-34I-01PY;DELL;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;0;0;0
COMPUTADOR TODO EN 1;LAB-INT-PRETT-EC-MT0414.1;37931013;EQUIPO DE COMPUTO;Optiplex All in one Plus 7410;D94R7Y3;DELL;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;0;0;0
TECLADO;LAB-INT-PRETT-EC-T0414.2;37931013;EQUIPO DE COMPUTO;KB216T3;CN-019M93-L0300-31B-G2IP-A03;DELL;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;0;0;0
MOUSE;LAB-INT-PRETT-EC-MS0414.3;37931013;EQUIPO DE COMPUTO;MC116T1;CN-065K5F-L300-34I-07VF;DELL;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;0;0;0
COMPUTADOR TODO EN 1;LAB-INT-PRETT-EC-MT0415.1;37931014;EQUIPO DE COMPUTO;Optiplex All in one Plus 7410;DZRV7Y3;DELL;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;0;0;0
TECLADO;LAB-INT-PRETT-EC-T0415.2;37931014;EQUIPO DE COMPUTO;KB216T3;CN-019M93-L0300-31B-G3LE-A03;DELL;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;0;0;0
MOUSE;LAB-INT-PRETT-EC-MS0415.3;37931014;EQUIPO DE COMPUTO;MC116T1;CN-065K5F-LO300-34F-0JY1;DELL;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;0;0;0
COMPUTADOR TODO EN 1;LAB-INT-PRETT-EC-MT0416.1;37931015;EQUIPO DE COMPUTO;Optiplex All in one Plus 7410;3K7R7Y3;DELL;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;0;0;0
TECLADO;LAB-INT-PRETT-EC-T0416.2;37931015;EQUIPO DE COMPUTO;KB216T3;CN-019M93-L0300-31B-G2J1-A03;DELL;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;0;0;0
MOUSE;LAB-INT-PRETT-EC-MS0416.3;37931015;EQUIPO DE COMPUTO;MC116T1;CN-065K5F-LO300-34I-04LQ;DELL;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;0;0;0
COMPUTADOR TODO EN 1;LAB-INT-PRETT-EC-MT0417.1;37931016;EQUIPO DE COMPUTO;Optiplex All in one Plus 7410;52SV7Y3;DELL;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;0;0;0
TECLADO;LAB-INT-PRETT-EC-T0417.2;37931016;EQUIPO DE COMPUTO;KB216T3;CN-019M93-L0300-31B-G466-A03;DELL;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;0;0;0
MOUSE;LAB-INT-PRETT-EC-MS0417.3;37931016;EQUIPO DE COMPUTO;MC116T1;CN-065K5F-LO300-34I-01QI;DELL;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;0;0;0
COMPUTADOR TODO EN 1;LAB-INT-PRETT-EC-MT0418.1;37931017;EQUIPO DE COMPUTO;Optiplex All in one Plus 7410;58GV7Y3;DELL;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;0;0;0
TECLADO;LAB-INT-PRETT-EC-T0418.2;37931017;EQUIPO DE COMPUTO;KB216T3;CN-019M93-L0300-31B-G4A8-A03;DELL;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;0;0;0
MOUSE;LAB-INT-PRETT-EC-MS0418.3;37931017;EQUIPO DE COMPUTO;MC116T1;CN-065K5F-LO300-31U-0O2U;DELL;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;0;0;0
COMPUTADOR TODO EN 1;LAB-INT-PRETT-EC-MT0419.1;37931018;EQUIPO DE COMPUTO;Optiplex All in one Plus 7410;5JKV7Y3;DELL;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;0;0;0
TECLADO;LAB-INT-PRETT-EC-T0419.2;37931018;EQUIPO DE COMPUTO;KB216T3;CN-019M93-L0300-31B-G23I-A03;DELL;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;0;0;0
MOUSE;LAB-INT-PRETT-EC-MS0419.3;37931018;EQUIPO DE COMPUTO;MC116T1;CN-065K5F-LO300-31U-0CUO;DELL;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;0;0;0
COMPUTADOR TODO EN 1;LAB-INT-PRETT-EC-MT0420.1;37931019;EQUIPO DE COMPUTO;Optiplex All in one Plus 7410;JHTQ7Y3;DELL;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;0;0;0
TECLADO;LAB-INT-PRETT-EC-T0420.2;37931019;EQUIPO DE COMPUTO;KB216T3;CN-019M93-L0300-31B-G3NZ-A03;DELL;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;0;0;0
MOUSE;LAB-INT-PRETT-EC-MS0420.3;37931019;EQUIPO DE COMPUTO;MC116T1;CN-065K5F-LO300-31U-0O3J;DELL;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;0;0;0
COMPUTADOR TODO EN 1;LAB-INT-PRETT-EC-MT0421.1;37931020;EQUIPO DE COMPUTO;Optiplex All in one Plus 7410;5CGV7Y3;DELL;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;0;0;0
TECLADO;LAB-INT-PRETT-EC-T0421.2;37931020;EQUIPO DE COMPUTO;KB216T3;CN-019M93-L0300-31B-G22Y-A03;DELL;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;0;0;0
MOUSE;LAB-INT-PRETT-EC-MS0421.3;37931020;EQUIPO DE COMPUTO;MC116T1;CN-065K5F-LO300-31U-0CTT;DELL;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;0;0;0
COMPUTADOR TODO EN 1;LAB-INT-PRETT-EC-MT0422.1;37931021;EQUIPO DE COMPUTO;Optiplex All in one Plus 7410;7BGV7Y3;DELL;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;0;0;0
TECLADO;LAB-INT-PRETT-EC-T0422.2;37931021;EQUIPO DE COMPUTO;KB216T3;CN-019M93-L0300-31B-G4AG-A03;DELL;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;0;0;0
MOUSE;LAB-INT-PRETT-EC-MS0422.3;37931021;EQUIPO DE COMPUTO;MC116T1;CN-065K5F-LO300-31G-0AUZ;DELL;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;0;0;0
COMPUTADOR TODO EN 1;LAB-INT-PRETT-EC-MT0423.1;37931022;EQUIPO DE COMPUTO;Optiplex All in one Plus 7410;6LTQ7Y3;DELL;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;0;0;0
TECLADO;LAB-INT-PRETT-EC-T0423.2;37931022;EQUIPO DE COMPUTO;KB216T3;CN-019M93-L0300-31B-G51G-A03;DELL;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;0;0;0
MOUSE;LAB-INT-PRETT-EC-MS0423.3;37931022;EQUIPO DE COMPUTO;MC116T1;CN-065K5F-LO300-31G-0AUD;DELL;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;0;0;0
ESCRITORIO DE COMPUTACION 500MM X 800M;INT-PRETT-LABEM-ME-MC0249 (492);37692097;MUEBLES  Y ENSERES;DC-ESCRITORIOCOMPUTO-01;20-001;CREARE;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;DONACIÓN SENESCYT;AEFC-EQ-MOB-2023-001;0;0;0
ESCRITORIO DE COMPUTACION 500MM X 800M;INT-PRETT-LABEM-ME-MC0250;37692098;MUEBLES  Y ENSERES;DC-ESCRITORIOCOMPUTO-01;20-002;CREARE;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;DONACIÓN SENESCYT;AEFC-EQ-MOB-2023-001;0;0;0
ESCRITORIO DE COMPUTACION 500MM X 800M;INT-PRETT-LABEM-ME-MC0251;37692099;MUEBLES  Y ENSERES;DC-ESCRITORIOCOMPUTO-01;20-003;CREARE;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;DONACIÓN SENESCYT;AEFC-EQ-MOB-2023-001;0;0;0
ESCRITORIO DE COMPUTACION 500MM X 800M;INT-PRETT-LABEM-ME-MC0252;37692100;MUEBLES  Y ENSERES;DC-ESCRITORIOCOMPUTO-01;20-004;CREARE;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;DONACIÓN SENESCYT;AEFC-EQ-MOB-2023-001;0;0;0
ESCRITORIO DE COMPUTACION 500MM X 800M;INT-PRETT-LABEM-ME-MC0253;37692101;MUEBLES  Y ENSERES;DC-ESCRITORIOCOMPUTO-01;20-005;CREARE;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;DONACIÓN SENESCYT;AEFC-EQ-MOB-2023-001;0;0;0
ESCRITORIO DE COMPUTACION 500MM X 800M;INT-PRETT-LABEM-ME-MC0254;37692102;MUEBLES  Y ENSERES;DC-ESCRITORIOCOMPUTO-01;20-006;CREARE;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;DONACIÓN SENESCYT;AEFC-EQ-MOB-2023-001;0;0;0
ESCRITORIO DE COMPUTACION 500MM X 800M;INT-PRETT-LABEM-ME-MC0255;37692103;MUEBLES  Y ENSERES;DC-ESCRITORIOCOMPUTO-01;20-007;CREARE;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;DONACIÓN SENESCYT;AEFC-EQ-MOB-2023-001;0;0;0
ESCRITORIO DE COMPUTACION 500MM X 800M;INT-PRETT-LABEM-ME-MC0256;37692104;MUEBLES  Y ENSERES;DC-ESCRITORIOCOMPUTO-01;20-008;CREARE;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;DONACIÓN SENESCYT;AEFC-EQ-MOB-2023-001;0;0;0
ESCRITORIO DE COMPUTACION 500MM X 800M;INT-PRETT-LABEM-ME-MC0257;37692105;MUEBLES  Y ENSERES;DC-ESCRITORIOCOMPUTO-01;20-009;CREARE;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;DONACIÓN SENESCYT;AEFC-EQ-MOB-2023-001;0;0;0
ESCRITORIO DE COMPUTACION 500MM X 800M;INT-PRETT-LABEM-ME-MC0258;37692106;MUEBLES  Y ENSERES;DC-ESCRITORIOCOMPUTO-01;20-010;CREARE;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;DONACIÓN SENESCYT;AEFC-EQ-MOB-2023-001;0;0;0
ESCRITORIO DE COMPUTACION 500MM X 800M;INT-PRETT-LABEM-ME-MC0259;37692107;MUEBLES  Y ENSERES;DC-ESCRITORIOCOMPUTO-01;20-011;CREARE;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;DONACIÓN SENESCYT;AEFC-EQ-MOB-2023-001;0;0;0
ESCRITORIO DE COMPUTACION 500MM X 800M;INT-PRETT-LABEM-ME-MC0260;37692108;MUEBLES  Y ENSERES;DC-ESCRITORIOCOMPUTO-01;20-012;CREARE;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;DONACIÓN SENESCYT;AEFC-EQ-MOB-2023-001;0;0;0
ESCRITORIO DE COMPUTACION 500MM X 800M;INT-PRETT-LABEM-ME-MC0261;37692109;MUEBLES  Y ENSERES;DC-ESCRITORIOCOMPUTO-01;20-013;CREARE;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;DONACIÓN SENESCYT;AEFC-EQ-MOB-2023-001;0;0;0
ESCRITORIO DE COMPUTACION 500MM X 800M;INT-PRETT-LABEM-ME-MC0262;37692110;MUEBLES  Y ENSERES;DC-ESCRITORIOCOMPUTO-01;20-014;CREARE;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;DONACIÓN SENESCYT;AEFC-EQ-MOB-2023-001;0;0;0
ESCRITORIO DE COMPUTACION 500MM X 800M;INT-PRETT-LABEM-ME-MC0263;37692111;MUEBLES  Y ENSERES;DC-ESCRITORIOCOMPUTO-01;20-015;CREARE;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;DONACIÓN SENESCYT;AEFC-EQ-MOB-2023-001;0;0;0
ESCRITORIO DE COMPUTACION 500MM X 800M;INT-PRETT-LABEM-ME-MC0264;37692112;MUEBLES  Y ENSERES;DC-ESCRITORIOCOMPUTO-01;20-016;CREARE;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;DONACIÓN SENESCYT;AEFC-EQ-MOB-2023-001;0;0;0
ESCRITORIO DE COMPUTACION 500MM X 800M;INT-PRETT-LABEM-ME-MC0265;37692113;MUEBLES  Y ENSERES;DC-ESCRITORIOCOMPUTO-01;20-017;CREARE;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;DONACIÓN SENESCYT;AEFC-EQ-MOB-2023-001;0;0;0
ESCRITORIO DE COMPUTACION 500MM X 800M;INT-PRETT-LABEM-ME-MC0266;37692114;MUEBLES  Y ENSERES;DC-ESCRITORIOCOMPUTO-01;20-018;CREARE;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;DONACIÓN SENESCYT;AEFC-EQ-MOB-2023-001;0;0;0
ESCRITORIO DE COMPUTACION 500MM X 800M;INT-PRETT-LABEM-ME-MC0267;37692115;MUEBLES  Y ENSERES;DC-ESCRITORIOCOMPUTO-01;20-019;CREARE;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;DONACIÓN SENESCYT;AEFC-EQ-MOB-2023-001;0;0;0
ESCRITORIO DE COMPUTACION 500MM X 800M;INT-PRETT-LABEM-ME-MC0268;37692116;MUEBLES  Y ENSERES;DC-ESCRITORIOCOMPUTO-01;20-020;CREARE;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;DONACIÓN SENESCYT;AEFC-EQ-MOB-2023-001;0;0;0
ESCRITORIO DE COMPUTACION 500MM X 800M;INT-PRETT-LABEM-ME-MC0269;37692117;MUEBLES  Y ENSERES;DC-ESCRITORIOCOMPUTO-01;20-021;CREARE;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;DONACIÓN SENESCYT;AEFC-EQ-MOB-2023-001;0;0;0
ESCRITORIO DE COMPUTACION 500MM X 800M;INT-PRETT-LABEM-ME-MC0270;37692118;MUEBLES  Y ENSERES;DC-ESCRITORIOCOMPUTO-01;20-022;CREARE;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;DONACIÓN SENESCYT;AEFC-EQ-MOB-2023-001;0;0;0
ESCRITORIO DE COMPUTACION 500MM X 800M;INT-PRETT-LABEM-ME-MC0271;37692119;MUEBLES  Y ENSERES;DC-ESCRITORIOCOMPUTO-01;20-023;CREARE;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;DONACIÓN SENESCYT;AEFC-EQ-MOB-2023-001;0;0;0
ESCRITORIO DE COMPUTACION 500MM X 800M;INT-PRETT-LABEM-ME-MC0272;37692120;MUEBLES  Y ENSERES;DC-ESCRITORIOCOMPUTO-01;20-024;CREARE;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;DONACIÓN SENESCYT;AEFC-EQ-MOB-2023-001;0;0;0
ESCRITORIO DE COMPUTACION 500MM X 800M;INT-PRETT-LABEM-ME-MC0273;37692121;MUEBLES  Y ENSERES;DC-ESCRITORIOCOMPUTO-01;20-025;CREARE;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;DONACIÓN SENESCYT;AEFC-EQ-MOB-2023-001;0;0;0
ESCRITORIO DE COMPUTACION 500MM X 800M;INT-PRETT-LABEM-ME-MC0274;37692122;MUEBLES  Y ENSERES;DC-ESCRITORIOCOMPUTO-01;20-026;CREARE;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;DONACIÓN SENESCYT;AEFC-EQ-MOB-2023-001;0;0;0
ESCRITORIO DE COMPUTACION 500MM X 800M;INT-PRETT-LABEM-ME-MC0275;37692123;MUEBLES  Y ENSERES;DC-ESCRITORIOCOMPUTO-01;20-027;CREARE;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;DONACIÓN SENESCYT;AEFC-EQ-MOB-2023-001;0;0;0
ESCRITORIO DE COMPUTACION 500MM X 800M;INT-PRETT-LABEM-ME-MC0276;37692124;MUEBLES  Y ENSERES;DC-ESCRITORIOCOMPUTO-01;20-028;CREARE;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;DONACIÓN SENESCYT;AEFC-EQ-MOB-2023-001;0;0;0
ESCRITORIO DE COMPUTACION 500MM X 800M;INT-PRETT-LABEM-ME-MC0277;37692125;MUEBLES  Y ENSERES;DC-ESCRITORIOCOMPUTO-01;20-029;CREARE;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;DONACIÓN SENESCYT;AEFC-EQ-MOB-2023-001;0;0;0
ESCRITORIO DE COMPUTACION 500MM X 800M;INT-PRETT-LABEM-ME-MC0278;37692126;MUEBLES  Y ENSERES;DC-ESCRITORIOCOMPUTO-01;20-030;CREARE;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;DONACIÓN SENESCYT;AEFC-EQ-MOB-2023-001;0;0;0
SILLA NARANJA TIYACUY;INT-PRETT-SDP4-ME-SN0241;37693631;MUEBLES Y ENSERES ;DC-SILLAOPERATIVA-01;52-003;CREARE;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;DONACIÓN SENESCYT;AEFC-EQ-MOB-2023-001;0;TOMATE;PLASTICO-TELA
SILLA DE ESTUDIANTE;INT-PRETT-LABEM-ME-S0279;37690058;MUEBLES Y ENSERES ;DC-SILLAESTUDANTE-01;49-001;CREARE;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;DONACIÓN SENESCYT;AEFC-EQ-MOB-2023-001;0;0;0
SILLA DE ESTUDIANTE;INT-PRETT-LABEM-ME-S0280;37690059;MUEBLES Y ENSERES ;DC-SILLAESTUDANTE-01;49-002;CREARE;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;DONACIÓN SENESCYT;AEFC-EQ-MOB-2023-001;0;0;0
SILLA DE ESTUDIANTE;INT-PRETT-LABEM-ME-S0281;37690060;MUEBLES Y ENSERES ;DC-SILLAESTUDANTE-01;49-003;CREARE;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;DONACIÓN SENESCYT;AEFC-EQ-MOB-2023-001;0;0;0
SILLA DE ESTUDIANTE;INT-PRETT-LABEM-ME-S0282;37690061;MUEBLES Y ENSERES ;DC-SILLAESTUDANTE-01;49-004;CREARE;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;DONACIÓN SENESCYT;AEFC-EQ-MOB-2023-001;0;0;0
SILLA DE ESTUDIANTE;INT-PRETT-LABEM-ME-S0283;37690062;MUEBLES Y ENSERES ;DC-SILLAESTUDANTE-01;49-005;CREARE;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;DONACIÓN SENESCYT;AEFC-EQ-MOB-2023-001;0;0;0
SILLA DE ESTUDIANTE;INT-PRETT-LABEM-ME-S0284;37690063;MUEBLES Y ENSERES ;DC-SILLAESTUDANTE-01;49-006;CREARE;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;DONACIÓN SENESCYT;AEFC-EQ-MOB-2023-001;0;0;0
SILLA DE ESTUDIANTE;INT-PRETT-LABEM-ME-S0285;37690064;MUEBLES Y ENSERES ;DC-SILLAESTUDANTE-01;49-007;CREARE;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;DONACIÓN SENESCYT;AEFC-EQ-MOB-2023-001;0;0;0
SILLA DE ESTUDIANTE;INT-PRETT-LABEM-ME-S0286;37690065;MUEBLES Y ENSERES ;DC-SILLAESTUDANTE-01;49-008;CREARE;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;DONACIÓN SENESCYT;AEFC-EQ-MOB-2023-001;0;0;0
SILLA DE ESTUDIANTE;INT-PRETT-LABEM-ME-S0287;37690066;MUEBLES Y ENSERES ;DC-SILLAESTUDANTE-01;49-009;CREARE;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;DONACIÓN SENESCYT;AEFC-EQ-MOB-2023-001;0;0;0
SILLA DE ESTUDIANTE;INT-PRETT-LABEM-ME-S0288;37690067;MUEBLES Y ENSERES ;DC-SILLAESTUDANTE-01;49-010;CREARE;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;DONACIÓN SENESCYT;AEFC-EQ-MOB-2023-001;0;0;0
SILLA DE ESTUDIANTE;INT-PRETT-LABEM-ME-S0289;37690068;MUEBLES Y ENSERES ;DC-SILLAESTUDANTE-01;49-011;CREARE;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;DONACIÓN SENESCYT;AEFC-EQ-MOB-2023-001;0;0;0
SILLA DE ESTUDIANTE;INT-PRETT-LABEM-ME-S0290;37690069;MUEBLES Y ENSERES ;DC-SILLAESTUDANTE-01;49-012;CREARE;BUENO;LABORATORIO 2 MATRIZ;ING. CARLOS ACOSTA;0;DONACIÓN SENESCYT;AEFC-EQ-MOB-2023-001;0;0;0
